#! FIELDS s file.free file.error
-2.01971326  0.09789204  0.06008809
-1.99462366  0.14249587  0.06002374
-1.96953405  0.19210734  0.06000013
-1.94444444  0.24517257  0.06001730
-1.91935484  0.30017428  0.06007522
-1.89426523  0.35566515  0.06017376
-1.86917563  0.41029952  0.06031274
-1.84408602  0.46286265  0.06049187
-1.81899642  0.51229672  0.06071077
-1.79390681  0.55772299  0.06096901
-1.76881720  0.59845955  0.06126606
-1.74372760  0.63403423  0.06160131
-1.71863799  0.66419235  0.06197408
-1.69354839  0.68889906  0.06238361
-1.66845878  0.70833630  0.06282906
-1.64336918  0.72289436  0.06330952
-1.61827957  0.73315840  0.06382402
-1.59318996  0.73989005  0.06437151
-1.56810036  0.74400474  0.06495086
-1.54301075  0.74654523  0.06556091
-1.51792115  0.74865203  0.06620040
-1.49283154  0.75153146  0.06686802
-1.46774194  0.75642204  0.06756243
-1.44265233  0.76456025  0.06828220
-1.41756272  0.77714636  0.06902586
-1.39247312  0.79531111  0.06979191
-1.36738351  0.82008440  0.07057877
-1.34229391  0.85236632  0.07138484
-1.31720430  0.89290164  0.07220848
-1.29211470  0.94225814  0.07304800
-1.26702509  1.00080945  0.07390171
-1.24193548  1.06872278  0.07476785
-1.21684588  1.14595183  0.07564465
-1.19175627  1.23223512  0.07653034
-1.16666667  1.32709969  0.07742311
-1.14157706  1.42987021  0.07832113
-1.11648746  1.53968309  0.07922257
-1.09139785  1.65550544  0.08012560
-1.06630824  1.77615823  0.08102838
-1.04121864  1.90034318  0.08192905
-1.01612903  2.02667272  0.08282579
-0.99103943  2.15370214  0.08371677
-0.96594982  2.27996333  0.08460017
-0.94086022  2.40399907  0.08547419
-0.91577061  2.52439717  0.08633705
-0.89068100  2.63982349  0.08718699
-0.86559140  2.74905312  0.08802226
-0.84050179  2.85099885  0.08884118
-0.81541219  2.94473633  0.08964208
-0.79032258  3.02952510  0.09042330
-0.76523297  3.10482526  0.09118328
-0.74014337  3.17030906  0.09192045
-0.71505376  3.22586732  0.09263331
-0.68996416  3.27161045  0.09332041
-0.66487455  3.30786403  0.09398034
-0.63978495  3.33515913  0.09461177
-0.61469534  3.35421750  0.09521340
-0.58960573  3.36593210  0.09578401
-0.56451613  3.37134345  0.09632243
-0.53942652  3.37161227  0.09682757
-0.51433692  3.36798927  0.09729839
-0.48924731  3.36178270  0.09773394
-0.46415771  3.35432452  0.09813332
-0.43906810  3.34693610  0.09849573
-0.41397849  3.34089414  0.09882042
-0.38888889  3.33739786  0.09910673
-0.36379928  3.33753808  0.09935408
-0.33870968  3.34226919  0.09956196
-0.31362007  3.35238442  0.09972995
-0.28853047  3.36849531  0.09985771
-0.26344086  3.39101574  0.09994498
-0.23835125  3.42015086  0.09999157
-0.21326165  3.45589143  0.09999740
-0.18817204  3.49801342  0.09996245
-0.16308244  3.54608313  0.09988679
-0.13799283  3.59946750  0.09977058
-0.11290323  3.65734954  0.09961405
-0.08781362  3.71874834  0.09941752
-0.06272401  3.78254322  0.09918140
-0.03763441  3.84750148  0.09890616
-0.01254480  3.91230895  0.09859238
 0.01254480  3.97560263  0.09824067
 0.03763441  4.03600463  0.09785177
 0.06272401  4.09215653  0.09742647
 0.08781362  4.14275327  0.09696563
 0.11290323  4.18657584  0.09647020
 0.13799283  4.22252185  0.09594118
 0.16308244  4.24963319  0.09537965
 0.18817204  4.26712026  0.09478676
 0.21326165  4.27438196  0.09416372
 0.23835125  4.27102111  0.09351179
 0.26344086  4.25685476  0.09283231
 0.28853047  4.23191931  0.09212667
 0.31362007  4.19647015  0.09139629
 0.33870968  4.15097592  0.09064268
 0.36379928  4.09610750  0.08986736
 0.38888889  4.03272204  0.08907192
 0.41397849  3.96184238  0.08825798
 0.43906810  3.88463241  0.08742721
 0.46415771  3.80236893  0.08658128
 0.48924731  3.71641083  0.08572194
 0.51433692  3.62816618  0.08485093
 0.53942652  3.53905826  0.08397003
 0.56451613  3.45049117  0.08308103
 0.58960573  3.36381606  0.08218575
 0.61469534  3.28029864  0.08128601
 0.63978495  3.20108897  0.08038364
 0.66487455  3.12719415  0.07948050
 0.68996416  3.05945461  0.07857842
 0.71505376  2.99852467  0.07767923
 0.74014337  2.94485773  0.07678478
 0.76523297  2.89869658  0.07589688
 0.79032258  2.86006898  0.07501735
 0.81541219  2.82878870  0.07414798
 0.84050179  2.80446190  0.07329055
 0.86559140  2.78649879  0.07244679
 0.89068100  2.77413019  0.07161844
 0.91577061  2.76642868  0.07080718
 0.94086022  2.76233369  0.07001467
 0.96594982  2.76067997  0.06924252
 0.99103943  2.76022879  0.06849230
 1.01612903  2.75970097  0.06776555
 1.04121864  2.75781099  0.06706375
 1.06630824  2.75330130  0.06638833
 1.09139785  2.74497606  0.06574067
 1.11648746  2.73173327  0.06512208
 1.14157706  2.71259476  0.06453384
 1.16666667  2.68673306  0.06397713
 1.19175627  2.65349455  0.06345309
 1.21684588  2.61241846  0.06296280
 1.24193548  2.56325095  0.06250725
 1.26702509  2.50595421  0.06208737
 1.29211470  2.44071019  0.06170402
 1.31720430  2.36791889  0.06135798
 1.34229391  2.28819133  0.06104995
 1.36738351  2.20233723  0.06078056
 1.39247312  2.11134784  0.06055037
 1.41756272  2.01637435  0.06035984
 1.44265233  1.91870226  0.06020936
 1.46774194  1.81972254  0.06009923
 1.49283154  1.72090019  0.06002969
 1.51792115  1.62374103  0.06000087
 1.54301075  1.52975749  0.06001283
 1.56810036  1.44043432  0.06006555
 1.59318996  1.35719506  0.06015893
 1.61827957  1.28137006  0.06029276
 1.64336918  1.21416690  0.06046677
 1.66845878  1.15664393  0.06068062
 1.69354839  1.10968758  0.06093387
 1.71863799  1.07399400  0.06122599
 1.74372760  1.05005553  0.06155640
 1.76881720  1.03815230  0.06192442
 1.79390681  1.03834916  0.06232930
 1.81899642  1.05049806  0.06277021
 1.84408602  1.07424576  0.06324626
 1.86917563  1.10904675  0.06375647
 1.89426523  1.15418101  0.06429981
 1.91935484  1.20877615  0.06487516
 1.94444444  1.27183347  0.06548135
 1.96953405  1.34225713  0.06611715
 1.99462366  1.41888590  0.06678126
 2.01971326  1.50052653  0.06747233
 2.04480287  1.58598800  0.06818894
 2.06989247  1.67411576  0.06892964
 2.09498208  1.76382515  0.06969291
 2.12007168  1.85413307  0.07047720
 2.14516129  1.94418726  0.07128091
 2.17025090  2.03329228  0.07210240
 2.19534050  2.12093173  0.07293999
 2.22043011  2.20678600  0.07379198
 2.24551971  2.29074518  0.07465663
 2.27060932  2.37291682  0.07553218
 2.29569892  2.45362831  0.07641683
 2.32078853  2.53342386  0.07730880
 2.34587814  2.61305607  0.07820625
 2.37096774  2.69347242  0.07910736
 2.39605735  2.77579695  0.08001028
 2.42114695  2.86130758  0.08091319
 2.44623656  2.95140964  0.08181424
 2.47132616  3.04760630  0.08271159
 2.49641577  3.15146663  0.08360340
 2.52150538  3.26459203  0.08448787
 2.54659498  3.38858196  0.08536319
 2.57168459  3.52499974  0.08622757
 2.59677419  3.67533932  0.08707925
 2.62186380  3.84099384  0.08791650
 2.64695341  4.02322675  0.08873760
 2.67204301  4.22314624  0.08954088
 2.69713262  4.44168358  0.09032471
 2.72222222  4.67957593  0.09108749
 2.74731183  4.93735405  0.09182765
 2.77240143  5.21533521  0.09254370
 2.79749104  5.51362150  0.09323417
 2.82258065  5.83210352  0.09389765
 2.84767025  6.17046944  0.09453279
 2.87275986  6.52821915  0.09513829
 2.89784946  6.90468313  0.09571293
 2.92293907  7.29904569  0.09625552
 2.94802867  7.71037179  0.09676496
 2.97311828  8.13763698  0.09724022
 2.99820789  8.57975960  0.09768032
 3.02329749  9.03563447  0.09808437
 3.04838710  9.50416720  0.09845154
 3.07347670  9.98430833  0.09878109
 3.09856631  10.47508633  0.09907233
 3.12365591  10.97563883  0.09932469
 3.14874552  11.48524109  0.09953763
 3.17383513  12.00333111  0.09971074
 3.19892473  12.52953079  0.09984365
 3.22401434  13.06366248  0.09993610
 3.24910394  13.60576070  0.09998789
 3.27419355  14.15607851  0.09999893
 3.29928315  14.71508856  0.09996918
 3.32437276  15.28347870  0.09989871
 3.34946237  15.86214230  0.09978766
 3.37455197  16.45216348  0.09963627
 3.39964158  17.05479762  0.09944483
 3.42473118  17.67144774  0.09921374
 3.44982079  18.30363715  0.09894346
 3.47491039  18.95297925  0.09863456
 3.50000000  19.62114508  0.09828766
